item	nominal	currency	maturity	period	interest_rate	interest_currency
32	-39600000	USD	8	4	0.74	EUR
32	-39600000	USD	8	5	0.88	EUR
32	-39600000	USD	8	6	0.15	EUR
32	-39600000	USD	8	7	1.13	EUR
32	-39600000	USD	8	8	1.35	EUR
32	-39600000	USD	8	9	1.57	EUR
32	-39600000	USD	8	10	1.74	EUR
33	45900000	USD	11	1	0.28	USD
33	45900000	USD	11	2	0.13	USD
33	45900000	USD	11	3	0.02	USD
33	45900000	USD	11	4	-0.19	USD
33	45900000	USD	11	5	-0.38	USD
33	45900000	USD	11	6	-0.52	USD
33	45900000	USD	11	7	-0.69	USD
33	45900000	USD	11	8	-0.8	USD
33	45900000	USD	11	9	-0.93	USD
33	45900000	USD	11	10	-1.11	USD
33	45900000	USD	11	1	0.53	EUR
33	45900000	USD	11	2	0.55	EUR
33	45900000	USD	11	3	0.7	EUR
33	45900000	USD	11	4	0.74	EUR
33	45900000	USD	11	5	0.88	EUR
33	45900000	USD	11	6	0.15	EUR
33	45900000	USD	11	7	1.13	EUR
33	45900000	USD	11	8	1.35	EUR
33	45900000	USD	11	9	1.57	EUR
33	45900000	USD	11	10	1.74	EUR
34	-29900000	USD	10	1	0.28	USD
34	-29900000	USD	10	2	0.13	USD
34	-29900000	USD	10	3	0.02	USD
34	-29900000	USD	10	4	-0.19	USD
34	-29900000	USD	10	5	-0.38	USD
34	-29900000	USD	10	6	-0.52	USD
34	-29900000	USD	10	7	-0.69	USD
34	-29900000	USD	10	8	-0.8	USD
34	-29900000	USD	10	9	-0.93	USD
34	-29900000	USD	10	10	-1.11	USD
34	-29900000	USD	10	1	0.53	EUR
34	-29900000	USD	10	2	0.55	EUR
34	-29900000	USD	10	3	0.7	EUR
34	-29900000	USD	10	4	0.74	EUR
34	-29900000	USD	10	5	0.88	EUR
34	-29900000	USD	10	6	0.15	EUR
34	-29900000	USD	10	7	1.13	EUR
34	-29900000	USD	10	8	1.35	EUR
34	-29900000	USD	10	9	1.57	EUR
34	-29900000	USD	10	10	1.74	EUR
35	-25900000	USD	14	1	0.28	USD
35	-25900000	USD	14	2	0.13	USD
35	-25900000	USD	14	3	0.02	USD
35	-25900000	USD	14	4	-0.19	USD
35	-25900000	USD	14	5	-0.38	USD
35	-25900000	USD	14	6	-0.52	USD
35	-25900000	USD	14	7	-0.69	USD
35	-25900000	USD	14	8	-0.8	USD
35	-25900000	USD	14	9	-0.93	USD
35	-25900000	USD	14	10	-1.11	USD
35	-25900000	USD	14	1	0.53	EUR
35	-25900000	USD	14	2	0.55	EUR
35	-25900000	USD	14	3	0.7	EUR
35	-25900000	USD	14	4	0.74	EUR
35	-25900000	USD	14	5	0.88	EUR
35	-25900000	USD	14	6	0.15	EUR
35	-25900000	USD	14	7	1.13	EUR
35	-25900000	USD	14	8	1.35	EUR
35	-25900000	USD	14	9	1.57	EUR
35	-25900000	USD	14	10	1.74	EUR
36	46300000	USD	13	1	0.28	USD
36	46300000	USD	13	2	0.13	USD
36	46300000	USD	13	3	0.02	USD
36	46300000	USD	13	4	-0.19	USD
36	46300000	USD	13	5	-0.38	USD
36	46300000	USD	13	6	-0.52	USD
36	46300000	USD	13	7	-0.69	USD
36	46300000	USD	13	8	-0.8	USD
36	46300000	USD	13	9	-0.93	USD
36	46300000	USD	13	10	-1.11	USD
36	46300000	USD	13	1	0.53	EUR
36	46300000	USD	13	2	0.55	EUR
36	46300000	USD	13	3	0.7	EUR
36	46300000	USD	13	4	0.74	EUR
36	46300000	USD	13	5	0.88	EUR
36	46300000	USD	13	6	0.15	EUR
36	46300000	USD	13	7	1.13	EUR
36	46300000	USD	13	8	1.35	EUR
36	46300000	USD	13	9	1.57	EUR
36	46300000	USD	13	10	1.74	EUR
37	-17800000	EUR	9	1	0.28	USD
37	-17800000	EUR	9	2	0.13	USD
37	-17800000	EUR	9	3	0.02	USD
37	-17800000	EUR	9	4	-0.19	USD
37	-17800000	EUR	9	5	-0.38	USD
37	-17800000	EUR	9	6	-0.52	USD
37	-17800000	EUR	9	7	-0.69	USD
37	-17800000	EUR	9	8	-0.8	USD
37	-17800000	EUR	9	9	-0.93	USD
37	-17800000	EUR	9	10	-1.11	USD
37	-17800000	EUR	9	1	0.53	EUR
37	-17800000	EUR	9	2	0.55	EUR
37	-17800000	EUR	9	3	0.7	EUR
37	-17800000	EUR	9	4	0.74	EUR
37	-17800000	EUR	9	5	0.88	EUR
37	-17800000	EUR	9	6	0.15	EUR
37	-17800000	EUR	9	7	1.13	EUR
37	-17800000	EUR	9	8	1.35	EUR
37	-17800000	EUR	9	9	1.57	EUR
37	-17800000	EUR	9	10	1.74	EUR
38	25400000	EUR	12	1	0.28	USD
38	25400000	EUR	12	2	0.13	USD
38	25400000	EUR	12	3	0.02	USD
38	25400000	EUR	12	4	-0.19	USD
38	25400000	EUR	12	5	-0.38	USD
38	25400000	EUR	12	6	-0.52	USD
38	25400000	EUR	12	7	-0.69	USD
38	25400000	EUR	12	8	-0.8	USD
38	25400000	EUR	12	9	-0.93	USD
38	25400000	EUR	12	10	-1.11	USD
38	25400000	EUR	12	1	0.53	EUR
38	25400000	EUR	12	2	0.55	EUR
38	25400000	EUR	12	3	0.7	EUR
38	25400000	EUR	12	4	0.74	EUR
38	25400000	EUR	12	5	0.88	EUR
38	25400000	EUR	12	6	0.15	EUR
38	25400000	EUR	12	7	1.13	EUR
38	25400000	EUR	12	8	1.35	EUR
38	25400000	EUR	12	9	1.57	EUR
38	25400000	EUR	12	10	1.74	EUR
39	21000000	USD	8	1	0.28	USD
39	21000000	USD	8	2	0.13	USD
39	21000000	USD	8	3	0.02	USD
39	21000000	USD	8	4	-0.19	USD
39	21000000	USD	8	5	-0.38	USD
39	21000000	USD	8	6	-0.52	USD
39	21000000	USD	8	7	-0.69	USD
39	21000000	USD	8	8	-0.8	USD
39	21000000	USD	8	9	-0.93	USD
39	21000000	USD	8	10	-1.11	USD
39	21000000	USD	8	1	0.53	EUR
39	21000000	USD	8	2	0.55	EUR
39	21000000	USD	8	3	0.7	EUR
39	21000000	USD	8	4	0.74	EUR
39	21000000	USD	8	5	0.88	EUR
39	21000000	USD	8	6	0.15	EUR
39	21000000	USD	8	7	1.13	EUR
39	21000000	USD	8	8	1.35	EUR
39	21000000	USD	8	9	1.57	EUR
39	21000000	USD	8	10	1.74	EUR
40	-5400000	USD	16	1	0.28	USD
40	-5400000	USD	16	2	0.13	USD
40	-5400000	USD	16	3	0.02	USD
40	-5400000	USD	16	4	-0.19	USD
40	-5400000	USD	16	5	-0.38	USD
40	-5400000	USD	16	6	-0.52	USD
40	-5400000	USD	16	7	-0.69	USD
40	-5400000	USD	16	8	-0.8	USD
40	-5400000	USD	16	9	-0.93	USD
40	-5400000	USD	16	10	-1.11	USD
40	-5400000	USD	16	1	0.53	EUR
40	-5400000	USD	16	2	0.55	EUR
40	-5400000	USD	16	3	0.7	EUR
40	-5400000	USD	16	4	0.74	EUR
40	-5400000	USD	16	5	0.88	EUR
40	-5400000	USD	16	6	0.15	EUR
40	-5400000	USD	16	7	1.13	EUR
40	-5400000	USD	16	8	1.35	EUR
40	-5400000	USD	16	9	1.57	EUR
40	-5400000	USD	16	10	1.74	EUR
41	-37600000	EUR	12	1	0.28	USD
41	-37600000	EUR	12	2	0.13	USD
41	-37600000	EUR	12	3	0.02	USD
41	-37600000	EUR	12	4	-0.19	USD
41	-37600000	EUR	12	5	-0.38	USD
41	-37600000	EUR	12	6	-0.52	USD
41	-37600000	EUR	12	7	-0.69	USD
41	-37600000	EUR	12	8	-0.8	USD
41	-37600000	EUR	12	9	-0.93	USD
41	-37600000	EUR	12	10	-1.11	USD
41	-37600000	EUR	12	1	0.53	EUR
41	-37600000	EUR	12	2	0.55	EUR
41	-37600000	EUR	12	3	0.7	EUR
41	-37600000	EUR	12	4	0.74	EUR
41	-37600000	EUR	12	5	0.88	EUR
41	-37600000	EUR	12	6	0.15	EUR
41	-37600000	EUR	12	7	1.13	EUR
41	-37600000	EUR	12	8	1.35	EUR
41	-37600000	EUR	12	9	1.57	EUR
41	-37600000	EUR	12	10	1.74	EUR
42	44200000	USD	10	1	0.28	USD
42	44200000	USD	10	2	0.13	USD
42	44200000	USD	10	3	0.02	USD
42	44200000	USD	10	4	-0.19	USD
42	44200000	USD	10	5	-0.38	USD
42	44200000	USD	10	6	-0.52	USD
42	44200000	USD	10	7	-0.69	USD
42	44200000	USD	10	8	-0.8	USD
42	44200000	USD	10	9	-0.93	USD
42	44200000	USD	10	10	-1.11	USD
42	44200000	USD	10	1	0.53	EUR
42	44200000	USD	10	2	0.55	EUR
42	44200000	USD	10	3	0.7	EUR
42	44200000	USD	10	4	0.74	EUR
42	44200000	USD	10	5	0.88	EUR
42	44200000	USD	10	6	0.15	EUR
42	44200000	USD	10	7	1.13	EUR
42	44200000	USD	10	8	1.35	EUR
42	44200000	USD	10	9	1.57	EUR
42	44200000	USD	10	10	1.74	EUR
43	3200000	EUR	15	1	0.28	USD
43	3200000	EUR	15	2	0.13	USD
43	3200000	EUR	15	3	0.02	USD
43	3200000	EUR	15	4	-0.19	USD
43	3200000	EUR	15	5	-0.38	USD
43	3200000	EUR	15	6	-0.52	USD
43	3200000	EUR	15	7	-0.69	USD
43	3200000	EUR	15	8	-0.8	USD
43	3200000	EUR	15	9	-0.93	USD
43	3200000	EUR	15	10	-1.11	USD
43	3200000	EUR	15	1	0.53	EUR
43	3200000	EUR	15	2	0.55	EUR
43	3200000	EUR	15	3	0.7	EUR
43	3200000	EUR	15	4	0.74	EUR
43	3200000	EUR	15	5	0.88	EUR
43	3200000	EUR	15	6	0.15	EUR
43	3200000	EUR	15	7	1.13	EUR
43	3200000	EUR	15	8	1.35	EUR
43	3200000	EUR	15	9	1.57	EUR
43	3200000	EUR	15	10	1.74	EUR
44	-36100000	USD	10	1	0.28	USD
44	-36100000	USD	10	2	0.13	USD
44	-36100000	USD	10	3	0.02	USD
44	-36100000	USD	10	4	-0.19	USD
44	-36100000	USD	10	5	-0.38	USD
44	-36100000	USD	10	6	-0.52	USD
44	-36100000	USD	10	7	-0.69	USD
44	-36100000	USD	10	8	-0.8	USD
44	-36100000	USD	10	9	-0.93	USD
44	-36100000	USD	10	10	-1.11	USD
44	-36100000	USD	10	1	0.53	EUR
44	-36100000	USD	10	2	0.55	EUR
44	-36100000	USD	10	3	0.7	EUR
44	-36100000	USD	10	4	0.74	EUR
44	-36100000	USD	10	5	0.88	EUR
44	-36100000	USD	10	6	0.15	EUR
44	-36100000	USD	10	7	1.13	EUR
44	-36100000	USD	10	8	1.35	EUR
44	-36100000	USD	10	9	1.57	EUR
44	-36100000	USD	10	10	1.74	EUR
45	-39400000	EUR	9	1	0.28	USD
45	-39400000	EUR	9	2	0.13	USD
45	-39400000	EUR	9	3	0.02	USD
45	-39400000	EUR	9	4	-0.19	USD
45	-39400000	EUR	9	5	-0.38	USD
45	-39400000	EUR	9	6	-0.52	USD
45	-39400000	EUR	9	7	-0.69	USD
45	-39400000	EUR	9	8	-0.8	USD
45	-39400000	EUR	9	9	-0.93	USD
45	-39400000	EUR	9	10	-1.11	USD
45	-39400000	EUR	9	1	0.53	EUR
45	-39400000	EUR	9	2	0.55	EUR
45	-39400000	EUR	9	3	0.7	EUR
45	-39400000	EUR	9	4	0.74	EUR
45	-39400000	EUR	9	5	0.88	EUR
45	-39400000	EUR	9	6	0.15	EUR
45	-39400000	EUR	9	7	1.13	EUR
45	-39400000	EUR	9	8	1.35	EUR
45	-39400000	EUR	9	9	1.57	EUR
45	-39400000	EUR	9	10	1.74	EUR
46	40700000	USD	13	1	0.28	USD
46	40700000	USD	13	2	0.13	USD
46	40700000	USD	13	3	0.02	USD
46	40700000	USD	13	4	-0.19	USD
46	40700000	USD	13	5	-0.38	USD
46	40700000	USD	13	6	-0.52	USD
46	40700000	USD	13	7	-0.69	USD
46	40700000	USD	13	8	-0.8	USD
46	40700000	USD	13	9	-0.93	USD
46	40700000	USD	13	10	-1.11	USD
46	40700000	USD	13	1	0.53	EUR
46	40700000	USD	13	2	0.55	EUR
46	40700000	USD	13	3	0.7	EUR
46	40700000	USD	13	4	0.74	EUR
46	40700000	USD	13	5	0.88	EUR
46	40700000	USD	13	6	0.15	EUR
46	40700000	USD	13	7	1.13	EUR
46	40700000	USD	13	8	1.35	EUR
46	40700000	USD	13	9	1.57	EUR
46	40700000	USD	13	10	1.74	EUR
47	-36800000	EUR	9	1	0.28	USD
47	-36800000	EUR	9	2	0.13	USD
47	-36800000	EUR	9	3	0.02	USD
47	-36800000	EUR	9	4	-0.19	USD
47	-36800000	EUR	9	5	-0.38	USD
47	-36800000	EUR	9	6	-0.52	USD
47	-36800000	EUR	9	7	-0.69	USD
47	-36800000	EUR	9	8	-0.8	USD
47	-36800000	EUR	9	9	-0.93	USD
47	-36800000	EUR	9	10	-1.11	USD
47	-36800000	EUR	9	1	0.53	EUR
47	-36800000	EUR	9	2	0.55	EUR
47	-36800000	EUR	9	3	0.7	EUR
47	-36800000	EUR	9	4	0.74	EUR
47	-36800000	EUR	9	5	0.88	EUR
47	-36800000	EUR	9	6	0.15	EUR
47	-36800000	EUR	9	7	1.13	EUR
47	-36800000	EUR	9	8	1.35	EUR
47	-36800000	EUR	9	9	1.57	EUR
47	-36800000	EUR	9	10	1.74	EUR
48	-24800000	EUR	12	1	0.28	USD
48	-24800000	EUR	12	2	0.13	USD
48	-24800000	EUR	12	3	0.02	USD
48	-24800000	EUR	12	4	-0.19	USD
48	-24800000	EUR	12	5	-0.38	USD
48	-24800000	EUR	12	6	-0.52	USD
48	-24800000	EUR	12	7	-0.69	USD
48	-24800000	EUR	12	8	-0.8	USD
48	-24800000	EUR	12	9	-0.93	USD
48	-24800000	EUR	12	10	-1.11	USD
48	-24800000	EUR	12	1	0.53	EUR
48	-24800000	EUR	12	2	0.55	EUR
48	-24800000	EUR	12	3	0.7	EUR
48	-24800000	EUR	12	4	0.74	EUR
48	-24800000	EUR	12	5	0.88	EUR
48	-24800000	EUR	12	6	0.15	EUR
48	-24800000	EUR	12	7	1.13	EUR
48	-24800000	EUR	12	8	1.35	EUR
48	-24800000	EUR	12	9	1.57	EUR
48	-24800000	EUR	12	10	1.74	EUR
49	2300000	EUR	13	1	0.28	USD
49	2300000	EUR	13	2	0.13	USD
49	2300000	EUR	13	3	0.02	USD
49	2300000	EUR	13	4	-0.19	USD
49	2300000	EUR	13	5	-0.38	USD
49	2300000	EUR	13	6	-0.52	USD
49	2300000	EUR	13	7	-0.69	USD
49	2300000	EUR	13	8	-0.8	USD
49	2300000	EUR	13	9	-0.93	USD
49	2300000	EUR	13	10	-1.11	USD
49	2300000	EUR	13	1	0.53	EUR
49	2300000	EUR	13	2	0.55	EUR
49	2300000	EUR	13	3	0.7	EUR
49	2300000	EUR	13	4	0.74	EUR
49	2300000	EUR	13	5	0.88	EUR
49	2300000	EUR	13	6	0.15	EUR
49	2300000	EUR	13	7	1.13	EUR
49	2300000	EUR	13	8	1.35	EUR
49	2300000	EUR	13	9	1.57	EUR
49	2300000	EUR	13	10	1.74	EUR
50	47700000	USD	9	1	0.28	USD
50	47700000	USD	9	2	0.13	USD
50	47700000	USD	9	3	0.02	USD
50	47700000	USD	9	4	-0.19	USD
50	47700000	USD	9	5	-0.38	USD
50	47700000	USD	9	6	-0.52	USD
50	47700000	USD	9	7	-0.69	USD
50	47700000	USD	9	8	-0.8	USD
50	47700000	USD	9	9	-0.93	USD
50	47700000	USD	9	10	-1.11	USD
50	47700000	USD	9	1	0.53	EUR
50	47700000	USD	9	2	0.55	EUR
50	47700000	USD	9	3	0.7	EUR
50	47700000	USD	9	4	0.74	EUR
50	47700000	USD	9	5	0.88	EUR
50	47700000	USD	9	6	0.15	EUR
50	47700000	USD	9	7	1.13	EUR
50	47700000	USD	9	8	1.35	EUR
50	47700000	USD	9	9	1.57	EUR
50	47700000	USD	9	10	1.74	EUR
51	-15000000	EUR	11	1	0.28	USD
51	-15000000	EUR	11	2	0.13	USD
51	-15000000	EUR	11	3	0.02	USD
51	-15000000	EUR	11	4	-0.19	USD
51	-15000000	EUR	11	5	-0.38	USD
51	-15000000	EUR	11	6	-0.52	USD
51	-15000000	EUR	11	7	-0.69	USD
51	-15000000	EUR	11	8	-0.8	USD
51	-15000000	EUR	11	9	-0.93	USD
51	-15000000	EUR	11	10	-1.11	USD
51	-15000000	EUR	11	1	0.53	EUR
51	-15000000	EUR	11	2	0.55	EUR
51	-15000000	EUR	11	3	0.7	EUR
51	-15000000	EUR	11	4	0.74	EUR
51	-15000000	EUR	11	5	0.88	EUR
51	-15000000	EUR	11	6	0.15	EUR
51	-15000000	EUR	11	7	1.13	EUR
51	-15000000	EUR	11	8	1.35	EUR
51	-15000000	EUR	11	9	1.57	EUR
51	-15000000	EUR	11	10	1.74	EUR
52	-16300000	EUR	7	1	0.28	USD
52	-16300000	EUR	7	2	0.13	USD
52	-16300000	EUR	7	3	0.02	USD
52	-16300000	EUR	7	4	-0.19	USD
52	-16300000	EUR	7	5	-0.38	USD
52	-16300000	EUR	7	6	-0.52	USD
52	-16300000	EUR	7	7	-0.69	USD
52	-16300000	EUR	7	8	-0.8	USD
52	-16300000	EUR	7	9	-0.93	USD
52	-16300000	EUR	7	10	-1.11	USD
52	-16300000	EUR	7	1	0.53	EUR
52	-16300000	EUR	7	2	0.55	EUR
52	-16300000	EUR	7	3	0.7	EUR
52	-16300000	EUR	7	4	0.74	EUR
52	-16300000	EUR	7	5	0.88	EUR
52	-16300000	EUR	7	6	0.15	EUR
52	-16300000	EUR	7	7	1.13	EUR
52	-16300000	EUR	7	8	1.35	EUR
52	-16300000	EUR	7	9	1.57	EUR
52	-16300000	EUR	7	10	1.74	EUR
53	-34000000	USD	13	1	0.28	USD
53	-34000000	USD	13	2	0.13	USD
53	-34000000	USD	13	3	0.02	USD
53	-34000000	USD	13	4	-0.19	USD
53	-34000000	USD	13	5	-0.38	USD
53	-34000000	USD	13	6	-0.52	USD
53	-34000000	USD	13	7	-0.69	USD
53	-34000000	USD	13	8	-0.8	USD
53	-34000000	USD	13	9	-0.93	USD
53	-34000000	USD	13	10	-1.11	USD
53	-34000000	USD	13	1	0.53	EUR
53	-34000000	USD	13	2	0.55	EUR
53	-34000000	USD	13	3	0.7	EUR
53	-34000000	USD	13	4	0.74	EUR
53	-34000000	USD	13	5	0.88	EUR
53	-34000000	USD	13	6	0.15	EUR
53	-34000000	USD	13	7	1.13	EUR
53	-34000000	USD	13	8	1.35	EUR
53	-34000000	USD	13	9	1.57	EUR
53	-34000000	USD	13	10	1.74	EUR
54	45200000	EUR	14	1	0.28	USD
54	45200000	EUR	14	2	0.13	USD
54	45200000	EUR	14	3	0.02	USD
54	45200000	EUR	14	4	-0.19	USD
54	45200000	EUR	14	5	-0.38	USD
54	45200000	EUR	14	6	-0.52	USD
54	45200000	EUR	14	7	-0.69	USD
54	45200000	EUR	14	8	-0.8	USD
54	45200000	EUR	14	9	-0.93	USD
54	45200000	EUR	14	10	-1.11	USD
54	45200000	EUR	14	1	0.53	EUR
54	45200000	EUR	14	2	0.55	EUR
54	45200000	EUR	14	3	0.7	EUR
54	45200000	EUR	14	4	0.74	EUR
54	45200000	EUR	14	5	0.88	EUR
54	45200000	EUR	14	6	0.15	EUR
54	45200000	EUR	14	7	1.13	EUR
54	45200000	EUR	14	8	1.35	EUR
54	45200000	EUR	14	9	1.57	EUR
54	45200000	EUR	14	10	1.74	EUR
55	-37600000	USD	16	1	0.28	USD
55	-37600000	USD	16	2	0.13	USD
55	-37600000	USD	16	3	0.02	USD
55	-37600000	USD	16	4	-0.19	USD
55	-37600000	USD	16	5	-0.38	USD
55	-37600000	USD	16	6	-0.52	USD
55	-37600000	USD	16	7	-0.69	USD
55	-37600000	USD	16	8	-0.8	USD
55	-37600000	USD	16	9	-0.93	USD
55	-37600000	USD	16	10	-1.11	USD
55	-37600000	USD	16	1	0.53	EUR
55	-37600000	USD	16	2	0.55	EUR
55	-37600000	USD	16	3	0.7	EUR
55	-37600000	USD	16	4	0.74	EUR
55	-37600000	USD	16	5	0.88	EUR
55	-37600000	USD	16	6	0.15	EUR
55	-37600000	USD	16	7	1.13	EUR
55	-37600000	USD	16	8	1.35	EUR
55	-37600000	USD	16	9	1.57	EUR
55	-37600000	USD	16	10	1.74	EUR
56	-5400000	USD	7	1	0.28	USD
56	-5400000	USD	7	2	0.13	USD
56	-5400000	USD	7	3	0.02	USD
56	-5400000	USD	7	4	-0.19	USD
56	-5400000	USD	7	5	-0.38	USD
56	-5400000	USD	7	6	-0.52	USD
56	-5400000	USD	7	7	-0.69	USD
56	-5400000	USD	7	8	-0.8	USD
56	-5400000	USD	7	9	-0.93	USD
56	-5400000	USD	7	10	-1.11	USD
56	-5400000	USD	7	1	0.53	EUR
56	-5400000	USD	7	2	0.55	EUR
56	-5400000	USD	7	3	0.7	EUR
56	-5400000	USD	7	4	0.74	EUR
56	-5400000	USD	7	5	0.88	EUR
56	-5400000	USD	7	6	0.15	EUR
56	-5400000	USD	7	7	1.13	EUR
56	-5400000	USD	7	8	1.35	EUR
56	-5400000	USD	7	9	1.57	EUR
56	-5400000	USD	7	10	1.74	EUR
57	-1400000	EUR	10	1	0.28	USD
57	-1400000	EUR	10	2	0.13	USD
57	-1400000	EUR	10	3	0.02	USD
57	-1400000	EUR	10	4	-0.19	USD
57	-1400000	EUR	10	5	-0.38	USD
57	-1400000	EUR	10	6	-0.52	USD
57	-1400000	EUR	10	7	-0.69	USD
57	-1400000	EUR	10	8	-0.8	USD
57	-1400000	EUR	10	9	-0.93	USD
57	-1400000	EUR	10	10	-1.11	USD
57	-1400000	EUR	10	1	0.53	EUR
57	-1400000	EUR	10	2	0.55	EUR
57	-1400000	EUR	10	3	0.7	EUR
57	-1400000	EUR	10	4	0.74	EUR
57	-1400000	EUR	10	5	0.88	EUR
57	-1400000	EUR	10	6	0.15	EUR
57	-1400000	EUR	10	7	1.13	EUR
57	-1400000	EUR	10	8	1.35	EUR
57	-1400000	EUR	10	9	1.57	EUR
57	-1400000	EUR	10	10	1.74	EUR
58	-35100000	EUR	13	1	0.28	USD
58	-35100000	EUR	13	2	0.13	USD
58	-35100000	EUR	13	3	0.02	USD
58	-35100000	EUR	13	4	-0.19	USD
58	-35100000	EUR	13	5	-0.38	USD
58	-35100000	EUR	13	6	-0.52	USD
58	-35100000	EUR	13	7	-0.69	USD
58	-35100000	EUR	13	8	-0.8	USD
58	-35100000	EUR	13	9	-0.93	USD
58	-35100000	EUR	13	10	-1.11	USD
58	-35100000	EUR	13	1	0.53	EUR
58	-35100000	EUR	13	2	0.55	EUR
58	-35100000	EUR	13	3	0.7	EUR
58	-35100000	EUR	13	4	0.74	EUR
58	-35100000	EUR	13	5	0.88	EUR
58	-35100000	EUR	13	6	0.15	EUR
58	-35100000	EUR	13	7	1.13	EUR
58	-35100000	EUR	13	8	1.35	EUR
58	-35100000	EUR	13	9	1.57	EUR
58	-35100000	EUR	13	10	1.74	EUR
59	4000000	USD	7	1	0.28	USD
59	4000000	USD	7	2	0.13	USD
59	4000000	USD	7	3	0.02	USD
59	4000000	USD	7	4	-0.19	USD
59	4000000	USD	7	5	-0.38	USD
59	4000000	USD	7	6	-0.52	USD
59	4000000	USD	7	7	-0.69	USD
59	4000000	USD	7	8	-0.8	USD
59	4000000	USD	7	9	-0.93	USD
59	4000000	USD	7	10	-1.11	USD
59	4000000	USD	7	1	0.53	EUR
59	4000000	USD	7	2	0.55	EUR
59	4000000	USD	7	3	0.7	EUR
59	4000000	USD	7	4	0.74	EUR
59	4000000	USD	7	5	0.88	EUR
59	4000000	USD	7	6	0.15	EUR
59	4000000	USD	7	7	1.13	EUR
59	4000000	USD	7	8	1.35	EUR
59	4000000	USD	7	9	1.57	EUR
59	4000000	USD	7	10	1.74	EUR
60	21200000	EUR	14	1	0.28	USD
60	21200000	EUR	14	2	0.13	USD
60	21200000	EUR	14	3	0.02	USD
60	21200000	EUR	14	4	-0.19	USD
60	21200000	EUR	14	5	-0.38	USD
60	21200000	EUR	14	6	-0.52	USD
60	21200000	EUR	14	7	-0.69	USD
60	21200000	EUR	14	8	-0.8	USD
60	21200000	EUR	14	9	-0.93	USD
60	21200000	EUR	14	10	-1.11	USD
60	21200000	EUR	14	1	0.53	EUR
60	21200000	EUR	14	2	0.55	EUR
60	21200000	EUR	14	3	0.7	EUR
60	21200000	EUR	14	4	0.74	EUR
60	21200000	EUR	14	5	0.88	EUR
60	21200000	EUR	14	6	0.15	EUR
60	21200000	EUR	14	7	1.13	EUR
60	21200000	EUR	14	8	1.35	EUR
60	21200000	EUR	14	9	1.57	EUR
60	21200000	EUR	14	10	1.74	EUR
61	-7600000	EUR	7	1	0.28	USD
61	-7600000	EUR	7	2	0.13	USD
61	-7600000	EUR	7	3	0.02	USD
61	-7600000	EUR	7	4	-0.19	USD
61	-7600000	EUR	7	5	-0.38	USD
61	-7600000	EUR	7	6	-0.52	USD
61	-7600000	EUR	7	7	-0.69	USD
61	-7600000	EUR	7	8	-0.8	USD
61	-7600000	EUR	7	9	-0.93	USD
61	-7600000	EUR	7	10	-1.11	USD
61	-7600000	EUR	7	1	0.53	EUR
61	-7600000	EUR	7	2	0.55	EUR
61	-7600000	EUR	7	3	0.7	EUR
61	-7600000	EUR	7	4	0.74	EUR
61	-7600000	EUR	7	5	0.88	EUR
61	-7600000	EUR	7	6	0.15	EUR
61	-7600000	EUR	7	7	1.13	EUR
61	-7600000	EUR	7	8	1.35	EUR
61	-7600000	EUR	7	9	1.57	EUR
61	-7600000	EUR	7	10	1.74	EUR
62	-37800000	EUR	16	1	0.28	USD
62	-37800000	EUR	16	2	0.13	USD
62	-37800000	EUR	16	3	0.02	USD
62	-37800000	EUR	16	4	-0.19	USD
62	-37800000	EUR	16	5	-0.38	USD
62	-37800000	EUR	16	6	-0.52	USD
62	-37800000	EUR	16	7	-0.69	USD
62	-37800000	EUR	16	8	-0.8	USD
62	-37800000	EUR	16	9	-0.93	USD
62	-37800000	EUR	16	10	-1.11	USD
62	-37800000	EUR	16	1	0.53	EUR
62	-37800000	EUR	16	2	0.55	EUR
62	-37800000	EUR	16	3	0.7	EUR
62	-37800000	EUR	16	4	0.74	EUR
62	-37800000	EUR	16	5	0.88	EUR
62	-37800000	EUR	16	6	0.15	EUR
62	-37800000	EUR	16	7	1.13	EUR
62	-37800000	EUR	16	8	1.35	EUR
62	-37800000	EUR	16	9	1.57	EUR
62	-37800000	EUR	16	10	1.74	EUR
63	42500000	USD	8	1	0.28	USD
63	42500000	USD	8	2	0.13	USD
63	42500000	USD	8	3	0.02	USD
63	42500000	USD	8	4	-0.19	USD
63	42500000	USD	8	5	-0.38	USD
63	42500000	USD	8	6	-0.52	USD
63	42500000	USD	8	7	-0.69	USD
63	42500000	USD	8	8	-0.8	USD
63	42500000	USD	8	9	-0.93	USD
63	42500000	USD	8	10	-1.11	USD
63	42500000	USD	8	1	0.53	EUR
63	42500000	USD	8	2	0.55	EUR
63	42500000	USD	8	3	0.7	EUR
63	42500000	USD	8	4	0.74	EUR
63	42500000	USD	8	5	0.88	EUR
63	42500000	USD	8	6	0.15	EUR
63	42500000	USD	8	7	1.13	EUR
63	42500000	USD	8	8	1.35	EUR
63	42500000	USD	8	9	1.57	EUR
63	42500000	USD	8	10	1.74	EUR
64	200000	EUR	7	1	0.28	USD
64	200000	EUR	7	2	0.13	USD
64	200000	EUR	7	3	0.02	USD
64	200000	EUR	7	4	-0.19	USD
64	200000	EUR	7	5	-0.38	USD
64	200000	EUR	7	6	-0.52	USD
64	200000	EUR	7	7	-0.69	USD
64	200000	EUR	7	8	-0.8	USD
64	200000	EUR	7	9	-0.93	USD
64	200000	EUR	7	10	-1.11	USD
